movieNm,openDt,view
다크 플레이스,20150715,66127
다크 하우스,20170622,36350
다크아워,20120105,162704
다크타워: 희망의 탑,20170823,97017
다키스트 아워,20180117,37520
다함께 여름!,20211007,1585
닥치고 피아노!,20190606,2748
닥터,20130620,68312
닥터 두리틀,20200108,1607082
닥터 스트레인지,20161026,5447269
닥터 스트레인지: 대혼돈의 멀티버스,20220504,5102340
닥터 슬립,20191107,62414
닥터 지바고,19780101,17103
단델리온 더스트,20120510,2805
단지 세상의 끝,20170118,31938
단지 유령일 뿐,20090319,1313
달라스 바이어스 클럽,20140306,70848
달려라 루디,20080828,3339
달려라 자전거,20080807,3201
달링,20180412,28217
"달마야, 서울 가자",20040709,703507
달빛 그림자,20220427,1027
달빛 길어올리기,20110317,57261
달빛궁궐,20160907,153273
달사람,20141113,1066
달은 어디에 떠 있는가,20070503,1256
"달콤, 살벌한 연인",20060406,2077590
달콤한 거짓말,20081218,471310
달콤한 백수와 사랑만들기,20060407,63860
달콤한 인생,20050401,1112950
달팽이의 별,20120322,20081
담보,20200929,1719593
담쟁이,20201028,4390
닷핵퀀텀 : 숨겨진 몬스터의 비밀,20110818,1067
당갈,20180425,109980
당산대형,19731028,1338
"당신, 거기 있어줄래요",20161214,1168827
당신과 함께한 순간들,20171019,5486
당신얼굴 앞에서,20211021,5294
당신에게도 사랑이 다시 찾아올까요?,20131017,10328
당신은 나의 베스트셀러,20080313,1575
당신은 믿지 않겠지만,20211028,6605
당신은 아직 아무것도 보지 못했다,20121122,5577
당신을 기다리는 시간,20160128,7755
당신을 오랫동안 사랑했어요,20100107,3295
당신의 부탁,20180419,25920
당신의 사월,20210401,7675
당신의 세상은 지금 몇 시?,20151119,2106
당신이 그녀라면,20060112,43973
당신이 사랑하는 동안에,20051013,144759
당신이 잠든 사이에,19950513,1741
당신이 잠든 사이에,20080814,67659
당신자신과 당신의 것,20161110,18188
대결,20160922,32278
대공습,20140925,2572
대관람차,20180830,3602
대니 콜린스,20150930,56632
대니쉬 걸,20160217,134079
대단한 유혹,20040625,22271
대립군,20170531,837500
대마술사,20130517,1661
대무생,20140227,1132
대배우,20160330,169984
대병소장,20100311,96868
대부,19730901,28569
대부 : 끝나지 않은 이야기,20130620,1625
대상해,20130406,1500
대영웅 소남인,20141224,1438
대장 김창수,20171019,381483
대장 부리바,19730629,13695
대지진,20101104,54259
대통령의 7시간,20191114,28636
대통령의 죽음,20061228,7156
대학살의 신,20120816,19917
대한민국 1%,20100505,440372
"대한이, 민국씨",20080214,208695
대호,20151216,1762742
댄 인 러브,20080327,175417
댄서,20170413,45403
댄서김의 은밀한 교수법,20131002,1556
댄서의 순정,20050428,1856761
댄싱 베토벤,20180222,6237
댄싱퀸,20120118,4058225
댈러웨이 부인,20060928,7599
더 건맨,20150416,107505
더 걸,20080911,2178
더 게스트,20180912,11517
더 게임,20080130,1479859
더 그레이,20120216,292332
더 그레이트 샤크,20210805,3114
더 기버: 기억전달자,20140820,107567
더 기프트,20151105,8864
더 길티,20190327,30824
더 넌,20180919,1011580
더 넌: 수녀의 저주,20181103,1110
더 데빌,20210623,1144
더 데이,20120223,24163
더 덴,20141120,3656
더 도어,20100902,13241
더 독,20050916,321208
더 디너,20150716,6548
더 딥 블루 씨,20150423,7069
더 라스트: 나루토 더 무비,20150226,52833
더 라이트: 악마는 있다,20110420,55561
더 랍스터,20151029,60843
더 레슬러,20090305,58677
더 레이디,20120906,16089
더 레이븐,20120705,153581
더 레이서,20210224,12654
더 렌탈 : 소리없는 감시자,20200916,9427
더 로드,20100107,173348
더 로프트 : 비밀의 방,20151001,5441
더 룸,20190925,56787
더 리더: 책 읽어주는 남자,20090326,455053
더 리치,20150716,8153
더 매직: 리틀톰과 도둑공주,20150924,89524
더 문,20091126,14281
더 미드와이프,20180322,11156
더 바,20170615,4413
더 바디,20140522,66779
더 박스,20120419,3276
더 박스,20210324,122469
더 배트맨,20220301,904156
더 버터플라이,20071108,188321
더 보이,20160601,57652
더 보이,20190523,89429
더 보이 2: 돌아온 브람스,20200305,26531
더 보이스,20180829,12487
더 브레이브,20110224,31217
더 블루스-소울 오브 맨,20040514,5333
더 비지트,20151015,52197
더 빌리지,20191107,1308
더 서치,20190117,2230
더 서클,20170622,71362
더 셰프,20151105,187152
더 수어사이드 스쿼드,20210804,419796
더 스퀘어,20180802,17258
더 스토닝,20120614,6058
더 스토리: 세상에 숨겨진 사랑,20121206,37025
더 스파이,20210428,313022
더 시그널,20140709,106081
더 시크릿,20080101,27380
더 시크릿,20210121,3551
더 씽,20120614,50839
더 와이프,20190227,41548
더 울버린,20130725,1075333
더 울프 오브 월스트리트,20140109,588040
더 원 아이 러브,20151105,4033
더 웨이브,20160713,16108
더 웹툰: 예고살인,20130627,1201457
더 이퀄라이저,20150128,82779
더 이클립스,20130605,1199
더 임파서블,20130117,625190
더 자이언트,20130221,157990
더 재킷,20080110,87837
더 차일드,20060127,5468
더 체이스,20140410,5177
더 캡틴,20190425,3525
더 캣,20031231,32070
더 커널,20150820,3368
더 컨덕터,20191114,11107
더 컨트랙터,20220428,7006
더 코브: 슬픈 돌고래의 진실,20091029,3166
더 콘서트,20101125,108570
더 콜,20130620,88953
더 콩그레스,20140605,1315
더 퀸,20070215,76769
더 큐어,20170215,159948
더 크로니클: 뮤턴트의 반격,20151112,2613
더 크리스마스,20171221,65460
더 클럽,20081002,73211
더 킥,20111103,51024
더 킹,20080605,2588
더 킹,20170118,5318007
더 킹: 헨리 5세,20191023,20140
더 터닝,20200402,17664
더 테너 리리코 스핀토,20141231,50517
더 테러 라이브,20130731,5584295
더 테이블,20170824,103254
더 트랩: 난간 끝에 선 남자,20130725,2120
더 트리,20120913,1398
더 파더,20210407,47957
더 파이브,20131114,731212
더 파크랜드,20140320,6354
더 파티,20181220,7995
더 패키지: 일급비밀,20130726,1556
더 팩트,20130814,5070
더 퍼지,20131106,137340
더 퍼지 : 거리의 반란,20140827,59881
더 퍼지: 포에버,20210714,4774
더 페이버릿: 여왕의 여자,20190221,164372
더 펜션,20180621,3340
더 포리너,20180207,41574
더 포스트,20180228,140535
더 폰,20151022,1593694
더 폴: 오디어스와 환상의 문,20081204,28123
더 프레데터,20180912,170878
더 프롬,20201202,24955
더 프린세스 : 도둑맞은 공주,20200812,55838
더 플랜,20170420,34225
더 플랫폼,20200513,66038
더 하더 데이 폴,20211020,4286
더 헌트,20130124,37008
더 홈즈맨,20151008,2637
더 히어로,20180201,1738
더블,20121129,4071
더블 스파이,20090416,50346
더블: 달콤한 악몽,20140925,8558
더블샤크,20130905,5650
더블타겟,20070426,511190
더블패티,20210217,15383
더스트맨,20210407,3809
더티 댄싱 - 하바나 나이트,20040423,24876
더티댄싱,19880101,3923
더하우스,20191212,1245
덕구,20180405,316243
덕수리 5형제,20141204,210777
덕혜옹주,20160803,5599995
던전에서 만남을 추구하면 안 되는 걸까? –오리온의 화살–,20190418,7526
덤 앤 더머 투,20141127,192726
덤보,20190327,345521
덩케르크,20170720,2813302
덫: 치명적인 유혹,20150917,1413
데드 걸,20071108,2450
데드 돈 다이,20190731,10506
데드 맨,19980523,2112
데드 스토리,20180413,3424
데드 트리거,20181214,19321
데드락: 라스트 리벤지,20220128,1150
데드폴,20130123,14744
데드풀,20160217,3322773
데드풀 2,20180516,3784602
데드풀 2: 순한맛,20190103,5191
데모닉,20150625,40643
데몰리션,20160713,66549
데미지,19941217,3060
데미트리아스,19770218,7260
데브라 윙거를 찾아서,20060421,2152
데블,20101104,116403
데블스 더블,20130613,1397
데빌 인 더 캐빈,20200128,1035
데스 디파잉:어느 마술사의 사랑,20080327,120869
데스 레이스,20081016,159170
데스 센텐스,20071206,77980
데스 위시,20181011,7915
데스노트,20061102,646687
데스노트 : 라스트 네임,20070110,563165
데스노트 L: 새로운 시작,20080221,355158
데스노트: 더 뉴 월드,20170329,28723
데스워터,20070531,66840
데스티네이션 2,20040611,87267
데스티네이션 웨딩,20181213,3679
데쓰 프루프,20070906,88693
데어 윌 비 블러드,20080306,14485
데이브레이커스,20100318,135621
데이빗 린치: 아트 라이프,20170921,1351
데이지,20060309,911420
데이팅 앰버,20210623,1010
데인저러스 메소드,20120510,27835
데자뷰,20070111,778364
데자뷰,20180530,48279
데저트 플라워,20100422,9740
델리리움,20191209,1527
델마,20180815,7171
델마와 루이스,19931127,18647
델타 보이즈,20170608,4465
뎀,20060420,77145
도가니,20110922,4662926
도굴,20201104,1545281
도노반스 에코,20140116,1544
도둑들,20120725,12984701
도라에몽 : 스탠 바이 미,20150212,504153
도라에몽: 스탠바이미 2,20210519,82311
도레미파솔라시도,20080403,197672
도로로,20071025,7725
도리를 찾아서,20160706,2601761
도리안 그레이,20130530,2348
도리화가,20151125,317505
도마 안중근,20040910,20318
도마뱀,20060427,364848
도망친 여자,20200917,10338
도미노,20200611,2766
도성풍운 3,20161130,12135
도약선생,20110630,2155
도어락,20181205,1561258
도어맨,20220316,5888
도우터 오브 마인,20190425,1245
도쿄 리벤저스,20220119,16871
도쿄 마블 초콜릿,20090129,17327
도쿄 소나타,20090319,5350
도쿄 오아시스,20111201,3547
도쿄 트라이브,20150618,1761
도쿄!,20081023,41572
도쿄의 밤하늘은 항상 가장 짙은 블루,20190214,8800
도쿄타워,20051123,50835
도쿄택시,20100520,6034
도화선,20080612,40180
도희야,20140522,106781
독도의 영웅들,20160218,2414
독수리 에디,20160407,226341
"독일, 창백한 어머니",20050218,1730
독전,20180522,5064323
독전: 익스텐디드 컷,20180718,137871
돈,19500309,1273
돈,20190320,3389125
돈 룩 업,20211208,72980
돈 맛,20160929,1733
돈 슬립,20170719,1839
돈 워리,20190725,15749
돈 조반니,20101014,8273
돈 존,20140109,12044
돈 지오반니,20120229,2275
돈 지오반니,20170107,1995
돈 컴 노킹,20060223,4107
돈 크라이 마미,20121122,975462
돈 텔 파파,20040903,558745
돈많은 친구들,20060728,7253
돈비 어프레이드 : 어둠 속의 속삭임,20110825,70798
돈의 맛,20120517,1166107
돈키호테를 죽인 사나이,20190523,6038
돌려차기,20040723,41401
돌멩이,20201015,18323
돌아오지 않는 강,19710427,13333
돌아온 사나이,19601014,1877
돌아온 파워레인저 미라클포스,20120229,56454
돌아온다,20171207,14037
돌아와요 부산항애(愛),20180117,6954
돌연변이,20151022,100543
돌이킬 수 없는,20101104,64371
돌핀 : 꿈꾸는 다니엘의 용감한 모험,20130321,53744
동감,20000527,5574
동갑내기 과외하기 레슨 2,20070419,514669
"동거, 동락",20080327,5226
동경 이야기,20140816,3506
동경가족,20140731,31575
동경심판,20070301,5797
동급생,20160519,39471
동네사람들,20181107,461693
"동물, 원",20190905,3645
동방불패 2,19930220,4170
동백,20211021,19086
동사서독 리덕스,20131205,10806
동성서취,19930313,1082
동아시아반일무장전선,20200820,1111
동주,20160217,1176936
동쪽의 에덴 극장판 ① 더 킹오브 에덴,20100128,12262
동창생,20131106,1048280
동키 킹,20190828,8322
동키호테,20080925,73743
동해물과 백두산이,20031231,146740
돼지 같은 여자,20150910,7238
돼지의 왕,20111103,20027
돼지코 아기공룡 임피의 모험,20080626,30561
된장,20101021,45180
두 개의 눈을 가진 아일랜드,20080918,1286
두 개의 달,20120712,426706
두 개의 문,20120621,73807
두 개의 사랑,20171228,11694
두 개의 선,20120209,2296
두 개의 연애,20160414,1466
두 교황,20191211,31960
두 남자,20161130,60365
두 번의 결혼식과 한 번의 장례식,20120621,51120
두 번째 사랑,20070621,99441
두 번째 스물,20161103,10984
"두 번째 여름, 두 번 다시 만날 수 없는 너",20190123,1629
두 사람이다,20070822,224341
두 아내,20140317,9814
두 얼굴의 여친,20070913,700417
두 여자,20101118,129576
두갈: 마법의 회전목마,20140306,8297
두근두근 내 인생,20140903,1624601
"두뇌유희프로젝트, 퍼즐",20060914,228385
두레소리,20120510,35340
두만강,20110317,2542
두번할까요,20191017,177351
두부요괴,20131128,1980
둠,20051202,34799
둠스데이:지구 최후의 날,20080619,90165
뒤로가는 연인들,20071025,1765
뒷담화: 감독이 미쳤어요,20130228,5317
듀 데이트,20101124,56455
듀엣,20120419,1081
듄,20211020,1586214
듄: 드리프터,20210428,2322
드라이,20220330,6325
드라이브,20111117,34442
드라이브 마이 카,20211223,77021
드라이브 앵그리 3D,20110825,30221
드라큘라: 전설의 시작,20141008,1321751
드래곤 기사단,20140501,10785
드래곤 길들이기,20100520,2593854
드래곤 길들이기 2,20140723,3000115
드래곤 길들이기 3,20190130,1507922
드래곤 네스트: 평화 기사단 VS 블랙 드래곤,20161117,6347
드래곤 블레이드,20150312,57377
드래곤 빌리지,20191212,4163
드래곤 스펠: 마법 꽃의 비밀,20170815,79446
드래곤 아이즈,20121220,1628
드래곤 포스 극장판,20161117,5256
드래곤 프린세스,20180705,17065
드래곤 헌터,20130124,34984
드래곤볼 Z : 부활의 F,20151001,23294
드래곤볼 슈퍼: 브로리,20190214,35989
드래곤볼 에볼루션,20090312,419189
드래곤볼Z : 신들의 전쟁,20130829,44231
드래곤빌리지<화이트니스타운을 구하라>,20170608,4413
드래그 미 투 헬,20090611,272813
드래프트 데이,20140710,10119
드랙퀸 가무단,20050708,1135
드레스메이커,20160211,56316
드롭박스,20160519,2312
드리머,20060413,276760
드리프트,20130822,2781
드림 쏭,20160914,234387
드림걸즈,20070222,724854
드림빌더,20210210,18617
드림업,20090903,73309
드림팀,20130321,9483
들개,20140403,3408
들개들,20140123,1617
들꽃,20151105,1295
들리나요?,20200610,4004
들어는 봤니? 모건 부부,20100128,113137
디 아더 사이드,20210325,2863
디 아더스,20020110,1512
디 아이,20080605,84362
디 아이2,20040526,150534
디 엔드: 인류 최후의 날,20130313,1515
디노타샤: 공룡대탐험,20140129,23530
디바,20200923,108122
디바이드,20120510,1134
디브,20160901,2601
디센던트,20120216,53691
디센트,20070705,232520
디센트: Part 2,20100811,60801
디스 민즈 워,20120229,873396
디스 이즈 잉글랜드,20090813,8126
디스커넥트,20131107,23255
디스터비아,20070830,576120
디스트로이어,20190919,4080
디스트릭트 9,20091015,841125
디시에르토,20161005,13812
디아스포라의 노래 : 아리랑 로드,20191212,2429
디아틀로프,20130613,3907
디어 마이 지니어스,20201022,1807
디어 마이 프렌드,20191009,11929
디어 미,20110427,4236
디어 에반 핸슨,20211117,109021
디어 존,20100304,189142
디어 평양,20061123,2497
디어 한나,20120329,9713
디어스킨,20200101,3127
디에고,20191212,9807
디올 앤 아이,20150806,10145
디워,20070801,7855474
디지몬 어드벤처 : 라스트 에볼루션 인연,20210217,4739
디태치먼트,20140508,12736
디터 람스,20190822,6051
디테일스,20130411,2909
디트로이트,20180531,22926
디트로이트 메탈 시티,20090521,8162
디파이언스,20090108,229157
디파티드,20061123,552968
디판,20151022,5841
딜쿠샤,20161124,1557
딥,20171003,230068
딥씨 챌린지,20171130,1369
딥워터,20200709,9300
딥워터 호라이즌,20170125,101303
딱따구리와 비,20120503,1735
땅의 여자,20100909,2418
땐뽀걸즈,20170927,7089
땡볕,19850801,1360
땡스 포 쉐어링,20140717,7132
땡큐 포 유어 서비스,20171207,1965
"땡큐,  마스터 킴",20100902,5662
"땡큐, 대디",20150423,33066
떡,20140806,1225
또 하나의 약속,20140206,498670
똑딱똑딱 마법의 시계나라,20190417,8548
똥파리,20090416,123306
뚜르: 내 생애 최고의 49일,20170201,27908
뚝방전설,20060907,338737
뜨거운 것이 좋아,20080117,578834
뜨거운 안녕,20130530,47105
뜨거운 욕망,20130712,1650
뜨거운 피,20220323,383273
뜨거운녀석들,20070621,85165
라 당스,20130822,7483
라 멜로디,20180614,3365
라 보엠,20140802,2181
라 붐,20131024,9497
라 비 앙 로즈,20071121,111249
라 체네렌톨라,20141101,1054
라 트라비아타,20121023,2124
라 트라비아타,20130706,4580
라 트라비아타,20150812,1408
라 트라비아타,20170122,2472
라 트라비아타,20170805,1768
라 트라비아타,20180304,2158
라 트라비아타,20190709,2842
라듸오 데이즈,20080131,210525
라디오 스타,20060928,1590774
라따뚜이,20070725,1025734
라라,20180222,1860
라라걸,20200415,12835
라라랜드,20161207,3759787
라라와 움직이는 비밀의 숲,20190822,16196
라라와 크리스마스 요정,20211215,5045
라라의 신비한 모험,20210318,2875
라르고 윈치,20090820,81393
라벤더의 연인들,20080703,7850
라보엠,20141220,5013
라빠르망,19970322,11759
라스베가스에서만 생길 수 있는 일,20080529,693874
라스트 갓파더,20101229,2541603
라스트 나잇,20110407,119963
라스트 나잇 인 소호,20211201,49349
라스트 데이즈,20060427,6704
라스트 듀얼: 최후의 결투,20211020,60715
"라스트 라이프, 라스트 러브",20050902,4929
라스트 레터,20210224,12060
라스트 모히칸,19921128,5632
라스트 미션,20190314,101465
라스트 사무라이,20040109,298938
라스트 스탠드,20130221,66790
라스트 에너미,20140306,4032
라스트 에어벤더,20100819,1371164
라스트 엑소시즘,20101201,103545
라스트 엑소시즘: 잠들지 않는 영혼,20130627,9442
라스트 위치 헌터,20151230,122039
라스트 크리스마스,20191205,250383
라스트 키스,20060706,10143
라스트 탱고,20151231,7559
라스트 풀 메저,20200520,11223
라스트 프론티어,20210114,1870
라스트 홈,20160407,15283
라스트베가스,20140508,177938
라스트프로포즈,20090305,40973
라야와 마지막 드래곤,20210304,322833
라우더 댄 밤즈,20161027,11187
라이더스 오브 저스티스,20210602,7131
라이드 : 나에게로의 여행,20150716,15195
라이브 인 3D 휘성 : 잇츠 리얼,20100930,2920
라이어,20040423,108156
라이어트: 기계들의 역습,20201223,2278
라이언,20170201,104439
라이엇,20160706,1629
라이엇 클럽,20151022,4662
라이온 킹,19940702,301296
라이온 킹,20190717,4743295
라이즈 오브 더 레전드: 황비홍,20150910,5228
라이크 크레이지,20180530,10850
라이트 아웃,20160824,1111284
라이프,20151015,19616
라이프,20170405,459984
라이프 오브 파이,20130101,1646997
라이프 인 어 데이,20110929,4777
라임라이트,19890826,1219
라임라이프,20100902,5323
라임크라임,20211125,10827
라잇 온 미,20121101,3387
라자루스,20150702,27445
라자르 선생님,20130509,8089
라파예트,20070830,133910
라폴로니드 : 관용의집,20120920,2028
라푼젤,20110210,1016267
라플라스의 마녀,20190509,9666
락 앤 러브,20120830,1189
락 오브 에이지,20120802,90926
락아웃: 익스트림미션,20120614,462176
란도리,20061214,1468
랄프 스테드먼 스토리: 이상한 나라의 친구들,20140710,4204
람보 4 : 라스트 블러드,20080228,107979
람보 : 라스트 워,20191023,103199
랑랑 라이브 인 런던,20140327,1381
랑종,20210714,834338
랑페르,20061214,6777
래더 49,20050325,38432
래미의 초특급 시간여행,20190227,3610
래빗 스쿨,20171123,55784
래빗 홀,20111222,11939
래시 컴 홈,20210107,2498
랜드,20210317,3897
랜드 오브 데드,20050902,76312
랜드 오브 마인,20170406,13149
램,20211229,15095
램스,20161103,3864
램페이지,20180412,1385511
랭고,20110303,430001
량강도 아이들,20111117,10480
러닝 스케어드,20060608,47988
러덜리스,20150709,78228
러브,20120809,1337
러브,20171102,3183
러브 & 드럭스,20110113,527077
러브 & 트러블,20070614,264393
러브 라이브! 더 스쿨 아이돌 무비,20150903,134038
러브 매니지먼트,20091231,10230
러브 미 이프 유 대어,20040305,11266
러브 송,20100408,1206
러브 액츄얼리,20031205,184898
러브 앤 머시,20150730,27291
러브 앤 아트,20171109,3766
러브 앤 프렌즈,20110616,110795
러브 앳,20191127,93367
"러브 어페어: 우리가 말하는 것, 우리가 하는 것",20211111,4315
러브 오브 시베리아,20001014,2391
러브 유어셀프 인 서울,20190126,342366
러브 인 비즈니스클래스,20140320,9479
러브 인 아프리카,20041210,4590
러브 인 클라우즈,20081231,31394
러브 인 프로방스,20151008,6172
"러브, 로지",20141210,296748
"러브, 어게인",20171116,11628
러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,20190214,27420
러브러브 프라하,20061102,2896
러브레이스,20131017,19933
러브레터,19991120,129183
러브리스,20190418,9810
러브액츄얼리: 크리스마스 에디션,20131218,32741
러브토크,20051111,14320
러브픽션,20120229,1726227
러블리 로즈,20081106,1185
러블리 몰리,20130808,5262
러블리 본즈,20100225,208672
"러블리, 스틸",20101223,15683
러빙,20170301,10642
러빙 빈센트,20171109,421617
러빙 빈센트 : 비하인드 에디션,20181213,25527
러스트 앤 본,20130502,32200
러시 : 더 라이벌,20131009,127037
러시 아워 3,20071003,780794
러시안 소설,20130919,5997
럭키,20161013,6975631
럭키 넘버 슬레븐,20060622,360516
럭키 몬스터,20201203,5061
런,20201120,284141
런 보이 런,20200528,2956
런 올 나이트,20150319,289534
런닝맨,20130404,1422844
런닝맨 : 풀룰루의 역습,20181205,187927
런던 블러바드,20120920,16977
런던 프라이드,20170427,13288
런던 해즈 폴른,20160310,731683
런던시계탑 밑에서 사랑을 찾을 확률,20160128,3948
런어웨이,20040130,23415
런어웨이 걸,20141030,1010
런어웨이즈,20100624,14863
런치박스,20140410,14771
럼 다이어리,20120920,12685
레 미제라블,20210415,10871
레고 닌자고 무비,20170928,154966
레고 무비,20140206,246126
레고 무비2,20190206,88392
레고 배트맨 무비,20170209,148760
레고:클러치파워의 모험,20100610,12430
레나,20160526,3526
레닌그라드: 900일간의 전투,20130120,1528
레더페이스,20180125,10744
레드,20101103,482053
레드 라이딩 후드,20110317,362572
레드 로켓,20220312,1029
레드 스패로,20180228,108344
레드 아워,20210923,2022
레드 아이,20050218,210793
레드 툼,20150709,2737
레드: 더 레전드,20130718,3004649
레드라이트,20120823,49925
레드라인,20110512,3572
레드마리아,20120426,2119
레드슈즈,20190725,820853
레드카펫,20141023,316953
레디 플레이어 원,20180328,2254430
레디액션 청춘,20141113,2855
레모니 스니켓의 위험한 대결,20050128,763829
레몬 트리,20080710,4456
레미: 집 없는 아이,20200528,4447
레미니센스,20210825,37227
레미제라블,20121219,5938769
레미제라블: 뮤지컬 콘서트,20200513,12444
레바논 감정,20140227,1523
레버넌트: 죽음에서 돌아온 자,20160114,2010820
레벤느망,20220310,7247
레벨 16,20201210,2856
레볼루셔너리 로드,20090219,59033
레스트리스,20111027,6313
레슬러,20180509,771141
레쓰링,20140911,2116
레알,20051123,11974
레오나르도 다 빈치,20180426,64655
레옹,19950218,46663
레옹 디 오리지널,20200611,12403
레이,20050225,214630
레이니 데이 인 뉴욕,20200506,92047
레이드 2,20140709,8029
레이드 : 첫번째 습격,20120517,21761
레이디 맥베스,20170803,23630
레이디 버드,20180404,102083
레이디 수잔,20161124,7071
레이디 인 더 워터,20061013,110267
레이디 채털리,20070711,14721
레이디버그,20170222,41043
레이디킬러,20040604,25005
레이스,20160525,3849
레이어 케이크,20050916,1377
레이징 파이어,20220120,1448
레이징 피닉스,20100325,1898
레이징 피닉스2 : 여자옹박의 귀환,20130215,1822
레이첼 결혼하다,20090226,5661
레이크 하우스,20060831,133961
레인,20090709,17936
레인 오버 미,20070906,2046
레인보우,20101118,2980
레인보우: 나의 사랑,20190103,1908
레일로드 워,20210630,1298
레전드,20151210,180091
레전드 오브 래빗,20120222,85245
레전드 오브 래빗: 불의 전설,20150924,24351
레전드 오브 조로,20051028,295068
레전드 오브 타잔,20160629,858402
레지던트,20110602,66498
레지던트 이블 2-아포칼립스,20041105,363273
레지던트 이블 3 - 인류의 멸망,20071018,534877
레지던트 이블 4: 끝나지 않은 전쟁 3D,20100916,1190008
레지던트 이블 5 : 최후의 심판,20120913,558443
레지던트 이블: 라쿤시티,20220119,24722
레지던트 이블: 파멸의 날,20170125,765259
레커스,20140403,2263
레터스 투 갓,20160225,66397
레터스 투 줄리엣,20101006,585272
레토,20190103,23246
레트리뷰션 : 응징의 날,20160330,2092
레티나,20190424,9906
레퓨지,20100715,5313
레플리카,20190925,49087
렌의 애가,19690101,1650
렌트,20070118,23785
렛 더 선샤인 인,20180426,6575
렛 미 아웃,20130815,1040
렛 미 인,20081113,100817
렛 미 인,20101118,166503
렛 힘 고,20201105,5936
려행,20190808,1617
련희와 연희,20171214,1485
령,20040617,558807
령 : 저주받은 사진,20150604,36371
로건,20170301,2176825
로건 럭키,20180314,23336
로그,20201125,4012
로그 원: 스타워즈 스토리,20161228,1019309
로그 인 벨지움,20211201,5420
로그북,20211124,2177
로그시티,20210211,2338
로나의 침묵,20090604,4431
로니를 찾아서,20090604,1478
로덴시아: 마법왕국의 전설,20131002,98798
로드 오브 워,20051118,103445
로또쉐어,20211124,2156
로렉스,20120503,298780
로렌스 애니웨이,20131219,20932
로렌조의 밤,20050819,2079
로렐,20160707,8521
로마,20181212,44222
로마 위드 러브,20130418,185311
로마서 8:37,20171116,5059
로마에서 생긴 일,20100408,3429
로마의 휴일,20170830,134827
로망,20190403,81754
로망스,20060316,371700
로망스 돌,20220401,5444
로맨스 빠빠,19600128,5755
로맨스 조,20120308,3591
로맨틱 아일랜드,20081224,151105
로맨틱 크라운,20110817,114888
로맨틱 헤븐,20110324,73729
로맨틱 홀리데이,20061214,1165157
로미오와 줄리엣,19961228,20292
로미오와 줄리엣,20170603,1306
로베르토 드브뢰,20161001,1065
로보싸커,20140703,9541
로보캅,20140213,979509
로보트 태권V(76년 디지털 복원판),19760724,656670
로봇,20120419,3617
로봇 앤 프랭크,20130117,10379
로봇(애니),20050728,623723
"로봇, 소리",20160127,476665
로봇G,20130620,1520
로빈 후드,20100513,1570681
로빈슨 가족,20070419,107559
로빈슨 크루소,20160907,139392
로빈슨의 언더워터 어드벤처,20181115,17674
로사,20140529,1831
로슈포르의 숙녀들,20190822,2691
로스트 라이온즈,20071108,152978
로스트 시티,20220420,105659
로스트 인 더스트,20161103,81966
로스트 인 베이징,20120712,2242
로스트 인 파리,20170518,28685
로스트 하이웨이,19970510,2352
로얄 어페어,20121227,20545
로엔그린,20170827,1214
로우,20170805,2707
로우리스: 나쁜 영웅들,20121018,66504
로제타,20190523,5411
로즈,20170412,14955
로지,20190516,1856
로켓맨,20190605,108586
로코왕국의 전설: 엘프킹을 찾아서,20140626,16070
로크,20140626,2412
로큰롤 인생,20081127,12380
록키,19770611,5657
록키 발보아,20070214,196971
록키 호러 픽쳐 쇼,19980620,6381
론 레인저,20130704,388235
론 서바이버,20140402,190611
롤라,20090115,16493
롤러코스터,20131017,270156
롱 리브 더 킹: 목포 영웅,20190619,1094404
롱 샷,20190724,191122
롱 폴링,20121025,2934
루돌프와 많이있어,20161228,216036
루르드,20110217,10005
루브르박물관 기획특별전,20200916,2110
루비 스팍스,20180510,29983
루살카,20170701,1299
루스 베이더 긴즈버그 : 나는 반대한다,20190328,11405
루시,20140903,1974893
루시드 드림,20170222,102170
루시아,20050902,3137
루이스,20180920,93082
루이스 웨인: 사랑을 그린 고양이 화가,20220406,43208
루이자 밀러,20181103,1008
루카,20210617,371572
루키노 비스콘티 회고전,20071207,1343
루키스,20200520,5761
루킹 글라스,20180623,11699
루터,20171018,32310
루팡 3세: 더 퍼스트,20200521,10859
루팡 3세: 칼리오스트로의 성,20170525,1729
루퍼,20121011,571922
루프홀,20191216,1466
룩 앳 미,20041223,19072
룩 어웨이,20190821,11022
룸,20160303,88647
룸 투 렌트,20060511,2242
룸바,20090806,8919
류이치 사카모토: 코다,20180614,14331
르 아브르,20111208,10833
르누아르,20140213,12475
리골레토,20130928,1500
리그레션,20151015,18057
리그렛,20120419,6000
리노,20190307,20699
리디밍 러브,20220323,6134
리딕,20131128,132059
리딕 - 헬리온 최후의 빛,20040813,288900
리메인,20200827,1925
리멤버,20121213,3545
리멤버 미,20110303,27384
리미츠 오브 컨트롤,20100812,3861
리미트리스,20120712,121538
리바이어던,20150319,10387
리버 로드,20170330,1504
리버틴,20070802,16381
리벤져,20181206,3232
리벤지,20200506,4814
리브 어게인,20180426,2150
리빙보이 인 뉴욕,20171109,32702
리스본행 야간열차,20140605,79006
리스타트,20210311,40059
리스펙트,20181128,2279
리스펙트,20210908,16316
리슨,20211209,7244
리슨 투 유어 하트,20110504,3325
